species,filename,mean_R,mean_G,mean_B,mean_brightness,contrast
OkacLucni,OkacLucni_Kolovraty_IMG_20210729_180445.jpg,95.52538,92.08827,72.34447,90.865074,61.020336
OkacLucni,OkacLucni_Kolovraty_IMG_20210729_180447.jpg,112.32175,108.83677,87.64939,107.463264,65.60035
OkacLucni,OkacLucni_Kolovraty_IMG_20210729_180449.jpg,108.04929,106.13057,81.55242,103.90242,62.845375
OkacLucni,OkacLucni_Kolovraty_IMG_20210729_180450.jpg,118.02405,109.20511,86.22799,109.222626,62.87131
OkacLucni,OkacLucni_Kolovraty_IMG_20210729_180452.jpg,119.8301,110.64755,85.39446,110.51445,60.58103
OkacLucni,OkacLucni_Kolovraty_IMG_20210729_180453.jpg,121.72417,114.763695,90.58631,114.08874,62.646496
OkacLucni,OkacLucni_Kolovraty_IMG_20210729_180512.jpg,103.0283,102.15284,80.64393,99.96253,63.388134
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_161148.jpg,91.00685,104.41187,60.889023,95.44215,36.3183
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_161151.jpg,135.71431,138.45558,95.36122,132.7234,41.666245
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_161210.jpg,114.0985,128.83871,75.78888,118.38363,39.08216
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_161212.jpg,121.150276,135.21873,82.8184,125.03864,42.014458
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_161213.jpg,139.40543,149.94121,103.58873,141.5068,54.565834
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_161226.jpg,101.90947,108.71909,66.67667,101.89004,38.68469
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_161227.jpg,101.66605,108.93471,66.609474,101.936295,38.872673
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_161229.jpg,91.82095,96.56988,60.07622,90.98973,37.152874
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_161230.jpg,91.40026,97.0245,59.75646,91.09434,36.854782
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_161231.jpg,89.36321,94.87758,58.307487,89.05979,36.87802
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_161551.jpg,119.524216,133.38841,73.318115,122.39489,34.275204
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_161551_1.jpg,111.75605,124.00107,69.79312,114.16011,35.879192
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_161553.jpg,123.36967,136.06305,79.09059,125.772804,37.890278
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_161554.jpg,113.7874,126.283585,70.26635,116.16131,35.05419
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_163716.jpg,108.77338,123.29829,59.949665,111.73371,42.841915
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_163724.jpg,92.34042,108.283356,47.24701,96.55827,39.334385
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_163726.jpg,92.970436,108.59549,48.074585,97.024216,39.314983
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_163737.jpg,130.67892,141.26698,76.25259,130.68945,39.693882
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_163738.jpg,127.077065,137.37282,73.351,126.99601,39.790115
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_163739.jpg,116.32042,124.28718,65.49489,115.202835,40.32777
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_163740.jpg,123.95256,130.0509,67.99138,121.15265,38.192154
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_163742.jpg,110.257645,114.903435,58.990498,107.1403,39.329025
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_163743.jpg,103.27411,111.30767,54.78279,102.461754,40.445995
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_164735.jpg,141.24503,147.98247,102.67778,140.8031,50.42665
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_164739.jpg,159.84744,161.82777,122.51531,156.75397,50.675987
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_164745.jpg,165.02249,173.25609,125.908905,165.39673,45.235172
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_164750.jpg,142.22902,151.6046,103.01887,143.26253,44.70805
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_164751.jpg,130.7416,139.44353,93.57881,131.6132,43.14096
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_164756.jpg,172.16579,173.95059,133.11813,168.76218,47.825726
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_164853.jpg,121.28961,136.85928,70.92916,124.688,39.658207
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_164854.jpg,138.0642,154.17172,83.703224,141.32207,37.057034
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_164855.jpg,136.50383,157.30515,83.02074,142.61707,40.308857
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_164856.jpg,134.35231,155.5723,86.73193,141.37958,45.48333
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_164859.jpg,147.40587,165.61444,94.12393,152.02011,36.889957
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_164859_1.jpg,137.82114,156.16386,85.55999,142.63058,36.874336
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_164901.jpg,140.87422,157.48083,89.99127,144.82169,38.669468
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_164901_1.jpg,135.42638,150.95096,86.77251,138.99275,42.247513
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_165145.jpg,156.86523,161.12122,119.840935,155.14264,51.96095
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_165148.jpg,155.80783,158.48145,118.40416,153.11316,52.41013
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_165210.jpg,115.40325,128.72836,66.67478,117.67003,25.339231
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_165211.jpg,117.47199,132.26978,69.54074,120.694115,25.63096
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_165212.jpg,116.87451,137.02144,71.01428,123.47261,26.587751
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_170030.jpg,127.34182,143.23206,78.891815,131.1461,38.999233
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_170031.jpg,128.45407,145.13536,78.99607,132.60765,36.294018
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_170040.jpg,125.59948,131.31639,80.53646,123.8181,35.105206
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_170041.jpg,122.42271,130.32664,78.45633,122.05023,35.097717
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_170042.jpg,120.9941,131.78471,74.25587,122.00004,31.000027
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_170044.jpg,123.424194,134.18454,75.2187,124.24509,38.11241
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_170048.jpg,117.215744,130.86722,74.53533,120.36361,40.68072
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_170049.jpg,102.20829,115.55701,63.531124,105.63481,40.01842
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_171808.jpg,112.52793,132.2987,73.56312,119.691376,38.948944
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_171813.jpg,134.04063,152.23935,91.37675,139.85963,40.879547
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_172903.jpg,112.80677,118.16487,64.93308,110.49435,43.147926
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_172906.jpg,111.60099,110.91994,64.31633,105.81075,41.35085
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_172908.jpg,106.92865,108.92621,61.619484,102.93601,41.975395
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_172909.jpg,99.244705,98.769196,56.689648,94.11424,41.99531
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_172910.jpg,127.58626,128.98384,76.83981,122.62155,45.937054
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_172914.jpg,108.64253,107.97337,64.252396,103.18933,44.102592
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200728_172915.jpg,103.59169,102.82866,61.690117,98.36691,46.503708
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_112637.jpg,129.49268,135.19664,77.32631,126.89404,32.47479
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_112642.jpg,133.79634,127.292305,90.55607,125.0491,29.959019
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_112646.jpg,129.88742,125.7095,86.09628,122.44278,30.654793
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_112647.jpg,131.41948,124.76484,88.35115,122.60343,31.810673
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_112649.jpg,128.2319,118.50895,87.178986,117.84451,31.108826
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_113900.jpg,129.7099,139.46935,88.73232,130.76741,42.681183
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_113901.jpg,126.88969,134.3231,86.57107,126.65678,41.451893
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_113903.jpg,107.822136,113.61043,71.74784,107.107346,41.009632
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_113906.jpg,104.51533,111.54953,70.38114,104.75311,38.064686
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_113907.jpg,106.10858,113.12623,71.47105,106.27941,39.266422
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_114618.jpg,112.990166,115.53196,74.77723,110.12587,41.521954
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_114621.jpg,147.15747,146.32758,101.38289,141.4521,45.43036
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_114854.jpg,116.5292,120.76235,81.42374,115.01202,45.715687
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_114856.jpg,126.95804,128.33809,94.153595,124.028404,47.23599
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_114858.jpg,110.11963,114.190956,77.79366,108.82434,43.73443
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_114900.jpg,148.47354,153.96347,111.24377,147.45189,40.697613
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_114903.jpg,143.99997,138.86522,101.53139,136.14435,39.21705
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_120119.jpg,103.0256,119.94212,68.017624,108.96476,38.359924
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_120123.jpg,104.91215,120.05866,69.26281,109.739075,38.408367
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_120125.jpg,114.18463,127.38485,77.18922,117.71576,39.043053
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_120217.jpg,88.74424,94.48788,60.707153,88.919495,43.56663
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_120220.jpg,77.72047,79.111755,54.287086,75.865685,40.692467
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_120428.jpg,100.057205,106.10878,69.13723,100.08464,42.38066
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_122749.jpg,115.76722,135.26921,73.73784,122.42353,33.125988
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_122752.jpg,116.24364,126.85026,76.258705,117.911446,33.601425
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_122752_1.jpg,117.37613,127.83771,76.95722,118.909355,33.74226
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_122757.jpg,116.35598,128.74707,74.85483,118.89841,33.717056
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_122757_1.jpg,117.56339,129.77281,75.73664,119.96195,33.259388
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_122800.jpg,119.38009,129.03021,78.284386,120.35993,35.90504
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_122801.jpg,117.120895,127.20994,75.29803,118.27537,37.315823
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_122817.jpg,119.09893,130.25877,73.7541,120.480484,32.211983
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200730_122819.jpg,120.657166,129.90312,75.66078,120.95487,32.87721
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200731_113344.jpg,86.52955,96.24668,54.87214,88.62451,37.232964
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200801_102924.jpg,70.41815,84.424706,47.283997,76.00264,38.003094
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200801_102928.jpg,83.67842,78.54927,56.84577,77.6087,37.522625
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200801_102930.jpg,83.99138,78.34376,57.331512,77.63693,36.69263
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200801_102932.jpg,86.21797,80.03465,59.135338,79.50094,39.017548
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200801_102933.jpg,91.00927,83.58938,62.211098,83.37081,39.897533
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200801_102935.jpg,85.636795,78.900665,58.079327,78.54114,38.41831
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200801_102937.jpg,84.17943,78.007126,56.584167,77.41042,38.430473
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200801_102938.jpg,83.345,77.374695,56.138702,76.73896,37.468636
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200801_103525.jpg,103.2866,132.64574,66.74319,116.35436,58.067257
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200801_103528.jpg,111.23924,146.00243,68.12892,126.73056,44.396122
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200801_103537.jpg,111.30025,140.23059,66.178276,123.1383,44.192616
OkacLucni,OkacLucni_KubikuvVrch_IMG_20200801_103540.jpg,111.054054,136.52745,65.8351,120.85202,47.165394
OkacLucni,OkacLucni_Lipany_IMG_20200719_113752.jpg,163.84816,154.56564,111.342476,152.41371,38.65561
OkacLucni,OkacLucni_Lipany_IMG_20200719_113755.jpg,183.80406,174.08986,127.06324,171.63332,29.820883
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_150748.jpg,85.9628,102.79648,56.17181,92.447914,54.86039
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_150756.jpg,98.83604,111.247246,66.75168,102.46377,58.757732
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_150800.jpg,104.47061,114.53985,70.99691,106.56539,57.219402
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_150803.jpg,103.906166,113.66975,71.88864,105.9874,56.027054
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_150804.jpg,106.10889,115.37607,73.3009,107.80859,56.303963
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_150807.jpg,118.44721,126.60102,83.74724,119.27769,59.14724
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_150807_1.jpg,118.814285,127.05731,84.00958,119.68519,58.91826
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_151902.jpg,96.02906,117.64901,60.688213,104.69111,55.874504
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_153616.jpg,95.181946,126.68065,60.415024,109.70826,63.69602
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_153620.jpg,91.340096,123.53341,57.026764,106.32578,63.05169
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_153621.jpg,100.19233,132.43718,61.861176,114.75027,63.05483
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_153623.jpg,101.23441,134.18533,62.7146,116.185326,63.46126
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_153624.jpg,99.26055,132.11607,61.284035,114.21745,63.336494
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_153627.jpg,91.76154,125.643005,57.628887,107.75889,62.020638
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_153629.jpg,91.207375,125.959564,57.908073,107.81076,60.52234
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_153637.jpg,101.61324,131.92863,62.847218,114.98911,62.094826
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_153639.jpg,82.51445,112.60357,51.530113,96.64458,59.77191
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_153641.jpg,98.68942,127.5617,60.511894,111.285385,63.180904
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_153643.jpg,87.84797,119.093346,55.488136,102.49996,61.874348
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_153653.jpg,85.80714,117.50718,53.981457,100.78681,61.031567
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_154126.jpg,99.34647,133.1318,56.223904,114.26248,56.13433
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_154130.jpg,92.00627,135.35399,58.202408,113.59773,59.87141
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_154507.jpg,77.4371,108.40321,51.427525,92.64904,59.1168
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_154512.jpg,72.31044,100.36628,44.364937,85.59336,56.251556
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_154516.jpg,75.70095,103.20136,46.485317,88.51307,56.07704
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_154524.jpg,70.906815,99.2289,44.159496,84.48262,58.42378
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_154525.jpg,68.1062,95.18627,41.82091,81.005684,57.580536
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_154526.jpg,74.186646,105.319855,47.08189,89.37187,58.81434
OkacLucni,OkacLucni_MilicovskeRybniky_IMG_20200816_160450.jpg,121.95715,132.70703,99.77897,125.73906,49.277267
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_114328.jpg,90.87391,115.48326,55.606712,101.299225,57.94763
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_114331.jpg,94.584015,118.5267,58.45714,104.51988,53.123383
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_114335.jpg,96.59335,117.25915,58.861423,104.42277,55.07103
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_114339.jpg,98.30711,119.728264,49.09694,105.27133,52.57314
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_114340.jpg,97.989204,119.78313,48.901196,105.18611,52.45931
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_114400.jpg,88.421524,115.25119,53.594017,100.200264,52.309067
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_114404.jpg,92.09131,116.659744,55.239246,102.31184,50.660885
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_114410.jpg,97.69736,123.15806,58.34625,108.15689,48.6678
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_114412.jpg,97.386536,123.12127,58.362034,108.044075,49.384872
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_171444.jpg,82.97968,117.73256,65.20143,101.35299,63.150146
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_171532.jpg,84.55963,118.93434,47.935623,100.56249,55.905212
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_171539.jpg,82.99239,117.56931,45.091877,98.96842,50.97695
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_171543.jpg,79.53382,115.99218,44.775146,96.972374,50.45518
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_171547.jpg,91.36106,127.399574,51.903152,108.017555,49.638763
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_171548.jpg,91.935524,128.14322,52.243702,108.66453,49.61525
OkacLucni,OkacLucni_Nedvezi_IMG_20200805_171551.jpg,93.09382,127.38863,53.490635,108.71017,48.65105
OkacLucni,OkacLucni_NovaLhota_IMG_20200726_151812.jpg,131.75244,138.63101,79.81558,129.86937,57.218033
OkacLucni,OkacLucni_NovaLhota_IMG_20200726_151823.jpg,111.75945,114.15578,67.49718,108.12019,51.921253
OkacLucni,OkacLucni_NovaLhota_IMG_20200726_151827.jpg,145.81279,149.32729,96.31751,142.2333,53.306793
OkacLucni,OkacLucni_NovaLhota_IMG_20200726_151830.jpg,140.15118,143.90442,92.07683,136.87372,52.218105
OkacLucni,OkacLucni_NovaLhota_IMG_20200726_151832.jpg,140.22818,144.40498,91.84753,137.16443,52.29003
OkacLucni,OkacLucni_NovaLhota_IMG_20200726_163350.jpg,111.96095,116.455475,79.05962,110.84841,54.344856
OkacLucni,OkacLucni_NovaLhota_IMG_20200726_163410.jpg,115.23546,129.11023,71.221176,118.3622,35.584675
OkacLucni,OkacLucni_NovaLhota_IMG_20200726_163423.jpg,101.488884,111.04968,63.23483,102.740135,35.2182
OkacLucni,OkacLucni_NovaLhota_IMG_20200726_163426.jpg,99.40999,107.655624,60.88781,99.85859,32.093678
OkacLucni,OkacLucni_NovaLhota_IMG_20200726_164416.jpg,129.17545,152.45604,73.15364,136.45453,48.296158
OkacLucni,OkacLucni_NovaLhota_IMG_20200726_164419.jpg,134.56891,154.84729,74.0304,139.571,46.35988
OkacLucni,OkacLucni_NovaLhota_IMG_20200726_164422.jpg,131.81953,154.10938,77.54503,138.71638,48.518787
OkacLucni,OkacLucni_NovaLhota_IMG_20200726_164454.jpg,110.51951,130.49377,63.99197,116.94022,44.51104
OkacLucni,OkacLucni_NovaLhota_IMG_20200726_164457.jpg,110.977684,130.65514,64.54348,117.23488,44.644283
OkacLucni,OkacLucni_NovaLhota_IMG_20200730_150249.jpg,82.10784,90.34725,55.554054,83.91725,52.939877
OkacLucni,OkacLucni_NovaLhota_IMG_20200730_150252.jpg,90.14356,93.52684,60.67944,88.770676,52.644726
OkacLucni,OkacLucni_NovaLhota_IMG_20200730_150254.jpg,99.00747,108.224014,69.32136,101.03336,50.79808
OkacLucni,OkacLucni_NovaLhota_IMG_20200730_150258.jpg,87.80146,87.900406,59.770187,84.66405,56.192497
OkacLucni,OkacLucni_NovaLhota_IMG_20200730_150259.jpg,71.61512,69.05642,48.064663,67.42844,55.403618
OkacLucni,OkacLucni_NovaLhota_IMG_20220703_112035.jpg,109.40982,110.86391,76.8806,106.55502,70.97259
OkacLucni,OkacLucni_NovaLhota_IMG_20220703_112036.jpg,82.68639,81.70605,56.563725,79.13288,60.16685
OkacLucni,OkacLucni_NovaLhota_IMG_20220703_112038.jpg,120.2868,123.61277,79.524605,117.592186,66.870735
OkacLucni,OkacLucni_NovaLhota_IMG_20220703_112041.jpg,108.07835,111.175705,73.67961,105.97504,66.8332
OkacLucni,OkacLucni_NovaLhota_IMG_20220703_155255.jpg,126.00326,130.23033,70.968376,122.21052,50.03111
OkacLucni,OkacLucni_NovaLhota_IMG_20220703_155256.jpg,115.65419,120.18375,64.47962,112.47912,47.66395
OkacLucni,OkacLucni_NovaLhota_IMG_20220703_155259.jpg,106.74456,110.17867,56.8033,103.067245,42.20526
OkacLucni,OkacLucni_NovaLhota_IMG_20220707_123023.jpg,121.74499,123.91535,37.797855,113.44901,48.029903
OkacLucni,OkacLucni_NoveHrady_20160719_102107.jpg,95.31488,91.484505,67.054306,89.844864,47.587837
OkacLucni,OkacLucni_NoveHrady_20160719_102109.jpg,119.387634,114.83652,89.22722,113.277916,52.469887
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160117.jpg,118.61918,133.28662,76.45857,122.42278,45.702976
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160119.jpg,108.67644,121.790886,67.43413,111.67293,41.372505
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160126.jpg,112.82328,125.230606,68.163925,115.015236,44.78809
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160128.jpg,109.421104,123.14549,66.188126,112.54881,44.03659
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160742.jpg,109.64291,113.85927,66.11891,107.15627,43.25818
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160743.jpg,110.59766,115.48565,66.673134,108.459435,43.649094
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160745.jpg,118.387955,124.58662,71.5334,116.68516,42.960796
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160800.jpg,89.30607,98.339066,52.536877,90.41673,40.88838
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160801.jpg,72.67325,80.60107,42.461094,73.88275,36.413044
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160806.jpg,109.12231,114.052734,65.20177,107.009476,38.688515
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160823.jpg,147.05984,148.2413,89.83584,141.22986,34.121964
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160844.jpg,142.7608,146.24881,102.19774,140.18404,44.929375
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160901.jpg,146.32428,139.40031,107.11502,137.79015,46.661335
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160908.jpg,131.3646,134.67654,86.94041,128.24442,28.178415
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160914.jpg,132.89275,130.52432,91.71427,126.8081,30.72096
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160943.jpg,127.633156,124.377,81.88827,120.506744,41.17735
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_160947.jpg,133.78815,128.34995,85.22593,125.05995,42.655293
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_162222.jpg,170.86716,162.24294,107.89879,158.6263,34.433456
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_162224.jpg,169.93243,161.49011,107.94506,157.91016,36.451855
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_162227.jpg,178.95879,169.6266,116.12913,166.31818,35.51579
OkacLucni,OkacLucni_Pitkovice_IMG_20200809_162232.jpg,177.33653,163.44392,113.95401,161.95605,41.12539
OkacLucni,OkacLucni_Podlesak_IMG_20200725_121926.jpg,162.34636,159.57608,147.2539,158.9998,46.262978
OkacLucni,OkacLucni_Podlesak_IMG_20200725_121934.jpg,160.58249,158.27287,144.36343,157.37767,40.483765
OkacLucni,OkacLucni_Podlesak_IMG_20200725_121936.jpg,164.50287,162.27084,149.37225,161.46767,39.585674
OkacLucni,OkacLucni_Podlesak_IMG_20200725_141226.jpg,164.01646,162.45451,151.06033,161.62259,42.98601
OkacLucni,OkacLucni_SibenckyVrch_IMG_20200731_121317.jpg,116.59899,142.59088,63.204346,125.769196,39.26976
OkacLucni,OkacLucni_SibenckyVrch_IMG_20200731_121320.jpg,114.07096,138.5786,60.91759,122.39738,38.227615
OkacLucni,OkacLucni_SibenckyVrch_IMG_20200731_121322.jpg,120.45937,145.83215,65.245926,129.05899,37.28334
OkacLucni,OkacLucni_SibenckyVrch_IMG_20200731_121324.jpg,113.73386,138.93999,60.683712,122.48229,40.46413
OkacLucni,OkacLucni_SibenckyVrch_IMG_20200731_121327.jpg,117.28607,140.40076,62.827114,124.64604,39.47917
OkacLucni,OkacLucni_SibenckyVrch_IMG_20200731_121335.jpg,94.844246,124.191536,48.272686,106.76219,43.539696
OkacLucni,OkacLucni_SibenckyVrch_IMG_20200731_121342.jpg,112.164116,139.32655,57.673946,121.89661,41.95725
OkacLucni,OkacLucni_SibenckyVrch_IMG_20200731_121355.jpg,111.47022,132.90697,60.627243,118.25763,40.69402
OkacLucni,OkacLucni_SibenckyVrch_IMG_20200731_121357.jpg,100.51879,122.047646,59.329075,108.4606,41.97497
OkacLucni,OkacLucni_SibenckyVrch_IMG_20200731_121400.jpg,112.12289,137.10222,63.507393,121.24365,43.367027
OkacLucni,OkacLucni_SibenckyVrch_IMG_20200731_121402.jpg,103.30888,125.18306,53.593628,110.48147,41.346153
